station,degC,degC_1,days,mm,hours
Sutton Bonington,2009,9,18.9,10.1,0
Sutton Bonington,2009,10,15.5,8.1,0
Sutton Bonington,2009,11,11.7,6.2,1
Sutton Bonington,2009,12,5.9*,0.5*,14*
Sutton Bonington,2010,1,3.9,-0.4,16
Sutton Bonington,2010,2,5.5,0.4,11
Sutton Bonington,2010,3,10.4,2.4,8
Sutton Bonington,2010,4,14.4,4.0,3
Sutton Bonington,2010,5,15.9,6.2,2
Sutton Bonington,2010,6,21.0,10.0,0
Sutton Bonington,2010,7,22.0,12.8,0
Sutton Bonington,2010,8,20.2,11.3,0
Sutton Bonington,2010,9,18.4,10.0,0
Sutton Bonington,2010,10,13.9,6.9,2
Sutton Bonington,2010,11,8.0,2.5,10
Sutton Bonington,2010,12,2.4,-4.0,21
Sutton Bonington,2011,1,6.8,1.4,10
Sutton Bonington,2011,2,9.4,4.4,2
Sutton Bonington,2011,3,11.3,2.4,6
Sutton Bonington,2011,4,17.3,6.3,0
Sutton Bonington,2011,5,17.0,7.8,1
Sutton Bonington,2011,6,19.8,9.2,0
Sutton Bonington,2011,7,21.5,10.3,0
Sutton Bonington,2011,8,21.4,11.6,0
Sutton Bonington,2011,9,20.6,11.5,0
Sutton Bonington,2011,10,16.9,8.9,0
Sutton Bonington,2011,11,12.2,6.7,0
Sutton Bonington,2011,12,8.8,3.4,4
Sutton Bonington,2012,1,8.8,2.4,7
Sutton Bonington,2012,2,7.3,0.8,13
Sutton Bonington,2012,3,13.0,2.8,6
Sutton Bonington,2012,4,11.4,3.5,4
Sutton Bonington,2012,5,16.5,7.1,0
Sutton Bonington,2012,6,17.5,10.3,0
Sutton Bonington,2012,7,19.9,11.7,0
Sutton Bonington,2012,8,21.4*,12.3*,0*
Sutton Bonington,2012,9,18.1,8.9,0
Sutton Bonington,2012,10,12.8,6.0,1
Sutton Bonington,2012,11,9.6,3.8,4
Sutton Bonington,2012,12,7.7,2.1,9
Sutton Bonington,2013,1,5.8,1.0,16
Sutton Bonington,2013,2,5.8,0.5,12
Sutton Bonington,2013,3,5.1,-0.2,16
Sutton Bonington,2013,4,12.4,3.2,8
Sutton Bonington,2013,5,15.6,6.0,1
Sutton Bonington,2013,6,18.4,9.6,0
Sutton Bonington,2013,7,24.3,12.7,0
Sutton Bonington,2013,8,22.6,12.7,0
Sutton Bonington,2013,9,18.7,9.7,0
Sutton Bonington,2013,10,15.8,9.5,0
Sutton Bonington,2013,11,9.7,2.9,5
Sutton Bonington,2013,12,9.8,3.2,0
Sutton Bonington,2014,1,8.7,3.0,3
Sutton Bonington,2014,2,9.4,3.7,1
Sutton Bonington,2014,3,12.3,3.2,6
Sutton Bonington,2014,4,14.8,6.2,1
Sutton Bonington,2014,5,16.8,8.2,1
Sutton Bonington,2014,6,20.4,10.4,0
Sutton Bonington,2014,7,24.1,12.4,0
Sutton Bonington,2014,8,20.1,11.1,0
Sutton Bonington,2014,9,20.1,10.0,0
Sutton Bonington,2014,10,15.8,9.4,0
Sutton Bonington,2014,11,11.2,5.0,4
Sutton Bonington,2014,12,8.1,2.3,9
Sutton Bonington,2015,1,7.7,1.6,9
Sutton Bonington,2015,2,7.2,1.3,9
Sutton Bonington,2015,3,10.5,2.9,4
Sutton Bonington,2015,4,14.5,3.7,4
Sutton Bonington,2015,5,15.3,6.6,1
Sutton Bonington,2015,6,19.8,8.8,0
Sutton Bonington,2015,7,21.3,11.2,0
Sutton Bonington,2015,8,21.5,12.1,0
Sutton Bonington,2015,9,17.6,7.7,0
Sutton Bonington,2015,10,15.0,7.4,0
Sutton Bonington,2015,11,12.6,6.5,2
Sutton Bonington,2015,12,12.8,7.4,0
Sutton Bonington,2016,1,8.7,2.8,7
Sutton Bonington,2016,2,8.6,1.9,8
Sutton Bonington,2016,3,9.6,1.9,8
Sutton Bonington,2016,4,12.0,3.2,4
Sutton Bonington,2016,5,17.1,7.1,1
Sutton Bonington,2016,6,19.3,11.3,0
Sutton Bonington,2016,7,22.0,12.8,0
Sutton Bonington,2016,8,22.6,12.9,0
Sutton Bonington,2016,9,20.5,12.3,0
Sutton Bonington,2016,10,14.5,7.5,0
Sutton Bonington,2016,11,8.9,3.1,4
Sutton Bonington,2016,12,9.1,2.7,6
Sutton Bonington,2017,1,6.6,1.0,13
Sutton Bonington,2017,2,8.7,3.6,2
Sutton Bonington,2017,3,12.5,5.2,1
Sutton Bonington,2017,4,13.9,4.6,2
Sutton Bonington,2017,5,17.8,8.6,1
Sutton Bonington,2017,6,20.5,12.2,0
Sutton Bonington,2017,7,21.9,12.4,0
Sutton Bonington,2017,8,20.3,11.7,0
Sutton Bonington,2017,9,17.9,10.0,0
Sutton Bonington,2017,10,15.7,9.8,1
Sutton Bonington,2017,11,10.3,3.7,4
Sutton Bonington,2017,12,8.0,2.1,11
Sutton Bonington,2018,1,8.1,2.9,5
Sutton Bonington,2018,2,5.8,0.2,12
Sutton Bonington,2018,3,8.3,1.7,10
Sutton Bonington,2018,4,13.6,6.5,0
Sutton Bonington,2018,5,19.2,8.1,0
Sutton Bonington,2018,6,21.9,10.9,0
Sutton Bonington,2018,7,26.2,12.9,0
Sutton Bonington,2018,8,22.3,12.6,0
Sutton Bonington,2018,9,18.9,9.9,0
Sutton Bonington,2018,10,15.0,7.2,2
Sutton Bonington,2018,11,11.2,5.8,1
Sutton Bonington,2018,12,9.5,4.3,4
Sutton Bonington,2019,1,7.1,1.8,11
Sutton Bonington,2019,2,11.6,1.7,10
Sutton Bonington,2019,3,11.9,4.3,3
Sutton Bonington,2019,4,14.2,3.4,6
Sutton Bonington,2019,5,16.3,6.3,0
Sutton Bonington,2019,6,18.7,10.2,0
Sutton Bonington,2019,7,23.1,13.0,0
Sutton Bonington,2019,8,22.9,13.2,0
Sutton Bonington,2019,9,19.0,10.1,0
Sutton Bonington,2019,10,13.3,6.9,1
Sutton Bonington,2019,11,8.7,4.0,4
Sutton Bonington,2019,12,8.6,3.3,4
Sutton Bonington,2020,1,9.4,4.1,4
Sutton Bonington,2020,2,10.0,3.2,2
Sutton Bonington,2020,3,10.7,2.7,7
Sutton Bonington,2020,4,16.2,5.2,0
Sutton Bonington,2020,5,18.9,6.7,2
Sutton Bonington,2020,6,20.0,11.0,0
Sutton Bonington,2020,7,20.7,12.1,0
Sutton Bonington,2020,8,22.4,13.8,0
Sutton Bonington,2020,9,19.2,9.6,0
Sutton Bonington,2020,10,13.6,7.8,0
Sutton Bonington,2020,11,11.4,5.3,3
Sutton Bonington,2020,12,7.5,2.5,7
Sutton Bonington,2021,1,5.7,0.2,15
Sutton Bonington,2021,2,8.4,2.1,11
Sutton Bonington,2021,3,11.2,4.0,3
Sutton Bonington,2021,4,11.9,0.6,15
Sutton Bonington,2021,5,15.0,6.2,0
Sutton Bonington,2021,6,20.6,11.4,0
Sutton Bonington,2021,7,23.7,13.5,0
Sutton Bonington,2021,8,20.5,13.0,0
Sutton Bonington,2021,9,21.3,11.8,0
Sutton Bonington,2021,10,15.7,9.7,0
Sutton Bonington,2021,11,10.9,4.4,4
Sutton Bonington,2021,12,8.8,3.7,2
Sutton Bonington,2022,1,8.2,1.2,12
Tiree,1928,1,---,---,---
Tiree,1928,2,---,---,---
Tiree,1928,3,---,---,---
Tiree,1928,4,---,---,---
Tiree,1928,5,---,---,---
Tiree,1928,6,---,---,---
Tiree,1928,7,---,---,---
Tiree,1928,8,---,---,---
Tiree,1928,9,---,---,---
Tiree,1928,10,---,---,---
Tiree,1928,11,---,---,---
Tiree,1928,12,---,---,---
Tiree,1929,1,---,---,---
Tiree,1929,2,---,---,---
Tiree,1929,3,---,---,---
Tiree,1929,4,---,---,---
Tiree,1929,5,---,---,---
Tiree,1929,6,---,---,---
Tiree,1929,7,---,---,---
Tiree,1929,8,---,---,---
Tiree,1929,9,---,---,---
Tiree,1929,10,---,---,---
Tiree,1929,11,---,---,---
Tiree,1929,12,---,---,---
Tiree,1930,1,---,---,---
Tiree,1930,2,---,---,---
Tiree,1930,3,---,---,---
Tiree,1930,4,---,---,---
Tiree,1930,5,---,---,---
Tiree,1930,6,---,---,---
Tiree,1930,7,---,---,---
Tiree,1930,8,---,---,---
Tiree,1930,9,---,---,---
Tiree,1930,10,---,---,---
Tiree,1930,11,---,---,---
Tiree,1930,12,8.2,3.9,3
Tiree,1931,1,7.5,3.4,1
Tiree,1931,2,7.0,2.4,3
Tiree,1931,3,6.9,2.7,4
Tiree,1931,4,9.3,4.7,1
Tiree,1931,5,12.5,7.6,0
Tiree,1931,6,13.3,9.2,0
Tiree,1931,7,15.0,10.8,0
Tiree,1931,8,15.6,10.6,0
Tiree,1931,9,13.6,9.6,0
Tiree,1931,10,11.7,7.1,0
Tiree,1931,11,10.4,6.1,0
Tiree,1931,12,9.6,5.9,1
Tiree,1932,1,9.4,5.3,0
Tiree,1932,2,8.3,3.1,4
Tiree,1932,3,8.4,2.5,7
Tiree,1932,4,9.0,3.8,0
Tiree,1932,5,12.3,7.1,0
Tiree,1932,6,15.8,10.3,0
Tiree,1932,7,15.7,11.6,0
Tiree,1932,8,16.3,11.4,0
Tiree,1932,9,13.7,9.9,0
Tiree,1932,10,11.3,6.3,0
Tiree,1932,11,9.6,5.2,0
Tiree,1932,12,8.3,4.1,3
Tiree,1933,1,6.6,2.5,5
Tiree,1933,2,7.1,3.1,2
Tiree,1933,3,9.2,4.4,0
Tiree,1933,4,10.7,5.9,0
Tiree,1933,5,12.8,7.8,0
Tiree,1933,6,15.6,10.8,0
Tiree,1933,7,17.2,12.4,0
Tiree,1933,8,16.6,11.7,0
Tiree,1933,9,16.4,10.5,0
Tiree,1933,10,12.7,8.7,0
Tiree,1933,11,9.1,4.7,0
Tiree,1933,12,7.3,3.1,4
Tiree,1934,1,8.5,4.0,0
Tiree,1934,2,8.7,5.3,2
Tiree,1934,3,7.7,2.5,2
Tiree,1934,4,9.0,4.7,0
Tiree,1934,5,11.6,6.6,0
Tiree,1934,6,15.1,9.7,0
Tiree,1934,7,17.5,12.4,0
Tiree,1934,8,15.7,11.9,0
Tiree,1934,9,14.8,10.3,0
Tiree,1934,10,11.5,7.5,0
Tiree,1934,11,9.2,4.7,1
Tiree,1934,12,9.1,6.5,0
Tiree,1935,1,8.3,3.9,0
Tiree,1935,2,7.9,3.7,3
Tiree,1935,3,9.4,4.6,0
Tiree,1935,4,10.0,4.7,0
Tiree,1935,5,13.2,6.9,0
Tiree,1935,6,15.0,9.5,0
Tiree,1935,7,16.4,11.3,0
Tiree,1935,8,16.5,12.1,0
Tiree,1935,9,15.1,10.5,0
Tiree,1935,10,11.7,7.6,0
Tiree,1935,11,9.2,5.0,0
Tiree,1935,12,6.7,2.3,3
Tiree,1936,1,6.6,2.6,0
Tiree,1936,2,6.7,1.9,6
Tiree,1936,3,8.8,4.2,3
Tiree,1936,4,9.4,4.3,2
Tiree,1936,5,13.3,7.2,0
Tiree,1936,6,15.5,9.4,0
Tiree,1936,7,16.7,11.2,0
Tiree,1936,8,16.4,11.8,0
Tiree,1936,9,15.8,10.3,0
Tiree,1936,10,12.7,7.7,0
Tiree,1936,11,9.7,5.0,0
Tiree,1936,12,8.7,4.6,0
Tiree,1937,1,7.9,3.9,1
Tiree,1937,2,7.1,2.6,3
Tiree,1937,3,6.4,1.1,6
Tiree,1937,4,10.5,5.7,0
Tiree,1937,5,13.2,7.1,0
Tiree,1937,6,14.5,9.8,0
Tiree,1937,7,15.7,10.9,0
Tiree,1937,8,16.5,11.3,0
Tiree,1937,9,14.4,10.6,0
Tiree,1937,10,12.2,8.0,0
Tiree,1937,11,9.4,5.4,0
Tiree,1937,12,7.0,3.0,5
Tiree,1938,1,8.3,4.0,0
Tiree,1938,2,7.9,3.5,2
Tiree,1938,3,10.1,6.6,0
Tiree,1938,4,10.3,5.8,0
Tiree,1938,5,12.4,7.0,0
Tiree,1938,6,13.3,9.4,0
Tiree,1938,7,15.2,10.4,0
Tiree,1938,8,16.9,10.9,0
Tiree,1938,9,15.0,10.5,0
Tiree,1938,10,12.0,8.3,0
Tiree,1938,11,10.3,6.6,0
Tiree,1938,12,7.6,3.6,5
Tiree,1939,1,6.6,2.6,5
Tiree,1939,2,8.3,4.5,0
Tiree,1939,3,8.8,4.1,0
Tiree,1939,4,10.5,5.3,1
Tiree,1939,5,12.5,7.4,0
Tiree,1939,6,15.6,9.1,0
Tiree,1939,7,15.5,10.7,0
Tiree,1939,8,17.4,11.1,0
Tiree,1939,9,15.7,10.5,0
Tiree,1939,10,11.9,6.6,0
Tiree,1939,11,10.4,6.3,0
Tiree,1939,12,8.1,4.3,1
Tiree,1940,1,5.3,1.4,8
Tiree,1940,2,6.3,2.1,3
Tiree,1940,3,8.5,2.8,4
Tiree,1940,4,11.0,5.4,0
Tiree,1940,5,14.0,7.9,0
Tiree,1940,6,17.6,10.4,0
Tiree,1940,7,15.8,10.8,0
Tiree,1940,8,15.9,11.5,0
Tiree,1940,9,13.9,9.2,0
Tiree,1940,10,11.9,7.8,0
Tiree,1940,11,9.5,5.3,0
Tiree,1940,12,8.0,3.8,2
Tiree,1941,1,4.8,0.6,11
Tiree,1941,2,6.5,1.1,8
Tiree,1941,3,8.0,2.5,2
Tiree,1941,4,9.1,3.9,0
Tiree,1941,5,12.1,5.9,0
Tiree,1941,6,15.5,10.1,0
Tiree,1941,7,16.2,11.4,0
Tiree,1941,8,15.5,11.0,0
Tiree,1941,9,16.2,11.6,0
Tiree,1941,10,13.3,9.1,0
Tiree,1941,11,10.0,5.3,0
Tiree,1941,12,9.3,5.8,0
Tiree,1942,1,7.2,3.2,0
Tiree,1942,2,6.9,2.5,2
Tiree,1942,3,7.5,2.8,5
Tiree,1942,4,11.8,5.2,0
Tiree,1942,5,12.9,6.7,0
Tiree,1942,6,13.6,9.2,0
Tiree,1942,7,15.3,10.8,0
Tiree,1942,8,15.9,12.3,0
Tiree,1942,9,13.9,9.9,0
Tiree,1942,10,11.9,7.4,0
Tiree,1942,11,9.7,5.1,0
Tiree,1942,12,9.7,5.5,0
Tiree,1943,1,7.8,4.3,1
Tiree,1943,2,9.1,4.5,0
Tiree,1943,3,9.8,4.3,2
Tiree,1943,4,11.0,6.2,0
Tiree,1943,5,12.6,6.9,1
Tiree,1943,6,14.7,9.5,0
Tiree,1943,7,16.7,10.7,0
Tiree,1943,8,15.9,10.8,0
Tiree,1943,9,14.6,9.4,0
Tiree,1943,10,13.2,8.5,0
Tiree,1943,11,9.8,5.2,2
Tiree,1943,12,8.7,4.6,0
Tiree,1944,1,9.0,5.0,0
Tiree,1944,2,7.7,2.6,4
Tiree,1944,3,8.6,3.3,2
Tiree,1944,4,11.3,6.4,1
Tiree,1944,5,12.2,7.2,0
Tiree,1944,6,13.9,9.1,0
Tiree,1944,7,17.0,11.7,0
Tiree,1944,8,17.4,11.1,0
Tiree,1944,9,14.2,9.0,0
Tiree,1944,10,11.6,6.7,0
Tiree,1944,11,9.1,3.7,2
Tiree,1944,12,8.2,3.6,0
Tiree,1945,1,5.5,-0.2,14
Tiree,1945,2,9.0,4.7,1
Tiree,1945,3,10.6,6.4,0
Tiree,1945,4,11.0,5.8,2
Tiree,1945,5,12.9,7.2,0
Tiree,1945,6,14.7,9.1,0
Tiree,1945,7,16.4,11.6,0
Tiree,1945,8,17.1,11.6,0
Tiree,1945,9,15.8,10.8,0
Tiree,1945,10,13.7,9.5,0
Tiree,1945,11,11.5,7.3,0
Tiree,1945,12,9.4,5.2,0
Tiree,1946,1,8.0,4.1,0
Tiree,1946,2,8.4,3.8,4
Tiree,1946,3,8.8,3.7,5
Tiree,1946,4,11.0,5.2,1
Tiree,1946,5,14.4,6.6,0
Tiree,1946,6,14.1,8.6,0
Tiree,1946,7,15.3,10.8,0
Tiree,1946,8,15.5,10.0,0
Tiree,1946,9,15.2,10.3,0
Tiree,1946,10,12.5,7.7,0
Tiree,1946,11,10.4,5.4,2
Tiree,1946,12,8.1,3.0,3
Tiree,1947,1,6.8,2.2,8
Tiree,1947,2,3.4,-2.1,22
Tiree,1947,3,6.4,-0.2,15
Tiree,1947,4,9.8,4.1,1
Tiree,1947,5,13.4,7.1,0
Tiree,1947,6,14.2,9.2,0
Tiree,1947,7,16.3,10.5,0
Tiree,1947,8,19.5,12.3,0
Tiree,1947,9,15.4,10.0,0
Tiree,1947,10,13.6,9.1,0
Tiree,1947,11,9.7,5.0,5
Tiree,1947,12,8.8,4.5,4
Tiree,1948,1,7.2,2.3,3
Tiree,1948,2,8.3,2.8,3
Tiree,1948,3,10.4,5.7,0
Tiree,1948,4,11.4,5.3,1
Tiree,1948,5,13.4,6.4,0
Tiree,1948,6,14.6,9.1,0
Tiree,1948,7,16.1,10.5,0
Tiree,1948,8,15.7,10.9,0
Tiree,1948,9,14.7,9.9,0
Tiree,1948,10,12.1,7.7,0
Tiree,1948,11,11.0,7.1,0
Tiree,1948,12,9.3,5.3,0
Tiree,1949,1,8.6,3.6,5
Tiree,1949,2,9.0,4.2,0
Tiree,1949,3,9.1,3.5,3
Tiree,1949,4,11.1,5.8,0
Tiree,1949,5,12.7,6.8,0
Tiree,1949,6,16.1,9.1,0
Tiree,1949,7,17.0,11.5,0
Tiree,1949,8,16.3,11.5,0
Tiree,1949,9,16.7,11.0,0
Tiree,1949,10,13.5,9.4,0
Tiree,1949,11,10.3,6.0,0
Tiree,1949,12,8.3,3.2,1
Tiree,1950,1,8.4,5.3,0
Tiree,1950,2,7.4,2.0,5
Tiree,1950,3,9.7,5.0,0
Tiree,1950,4,9.5,3.7,1
Tiree,1950,5,14.1,7.0,0
Tiree,1950,6,15.4,9.6,0
Tiree,1950,7,16.7,11.4,0
Tiree,1950,8,16.7,11.4,0
Tiree,1950,9,14.1,9.7,0
Tiree,1950,10,11.7,7.5,0
Tiree,1950,11,8.8,3.5,0
Tiree,1950,12,5.5,1.2,9
Tiree,1951,1,6.9,2.5,1
Tiree,1951,2,6.2,1.4,0
Tiree,1951,3,6.9,2.1,5
Tiree,1951,4,8.7,3.0,3
Tiree,1951,5,12.9,5.8,0
Tiree,1951,6,15.1,8.7,0
Tiree,1951,7,15.7,11.1,0
Tiree,1951,8,15.8,10.7,0
Tiree,1951,9,15.2,10.3,0
Tiree,1951,10,13.1,8.8,0
Tiree,1951,11,11.0,6.1,0
Tiree,1951,12,8.7,4.2,0
Tiree,1952,1,6.2,1.6,4
Tiree,1952,2,7.5,3.1,3
Tiree,1952,3,9.2,4.1,2
Tiree,1952,4,11.3,5.8,0
Tiree,1952,5,13.8,7.7,0
Tiree,1952,6,13.7,8.5,0
Tiree,1952,7,16.1,11.0,0
Tiree,1952,8,16.4,10.9,0
Tiree,1952,9,13.4,7.5,0
Tiree,1952,10,11.5,7.0,0
Tiree,1952,11,8.3,3.2,5
Tiree,1952,12,7.9,2.9,3
Tiree,1953,1,8.2,4.4,1
Tiree,1953,2,8.3,3.7,4
Tiree,1953,3,9.6,4.5,0
Tiree,1953,4,9.8,3.4,2
Tiree,1953,5,13.7,7.9,0
Tiree,1953,6,15.5,9.9,0
Tiree,1953,7,15.7,11.0,0
Tiree,1953,8,16.4,11.3,0
Tiree,1953,9,15.3,10.6,0
Tiree,1953,10,13.1,9.1,0
Tiree,1953,11,10.9,6.7,0
Tiree,1953,12,10.0,6.1,0
Tiree,1954,1,7.5,3.4,2
Tiree,1954,2,6.5,2.2,2
Tiree,1954,3,8.5,3.4,1
Tiree,1954,4,11.0,4.9,0
Tiree,1954,5,13.0,7.6,0
Tiree,1954,6,14.8,9.6,0
Tiree,1954,7,14.7,10.0,0
Tiree,1954,8,15.4,10.6,0
Tiree,1954,9,14.1,8.7,0
Tiree,1954,10,12.4,8.0,0
Tiree,1954,11,9.8,4.7,0
Tiree,1954,12,9.2,5.1,0
Tiree,1955,1,5.6,1.4,13
Tiree,1955,2,5.1,0.2,11
Tiree,1955,3,7.9,1.9,4
Tiree,1955,4,11.6,5.9,0
Tiree,1955,5,12.1,5.8,0
Tiree,1955,6,15.2,9.3,0
Tiree,1955,7,17.9,11.5,0
Tiree,1955,8,18.0,12.3,0
Tiree,1955,9,15.6,11.0,0
Tiree,1955,10,11.9,7.2,0
Tiree,1955,11,11.0,8.0,0
Tiree,1955,12,8.3,3.5,6
Tiree,1956,1,6.9,2.6,5
Tiree,1956,2,6.6,1.2,12
Tiree,1956,3,9.3,4.5,0
Tiree,1956,4,10.0,4.0,0
Tiree,1956,5,12.5,7.7,0
Tiree,1956,6,14.1,8.4,0
Tiree,1956,7,16.3,11.1,0
Tiree,1956,8,14.6,9.7,0
Tiree,1956,9,15.0,10.1,0
Tiree,1956,10,11.9,7.8,0
Tiree,1956,11,10.2,6.6,0
Tiree,1956,12,9.0,5.1,0
Tiree,1957,1,8.6,3.6,0
Tiree,1957,2,7.4,2.3,5
Tiree,1957,3,9.7,6.3,0
Tiree,1957,4,11.4,5.6,0
Tiree,1957,5,12.7,7.1,0
Tiree,1957,6,15.8,9.6,0
Tiree,1957,7,15.9,11.2,0
Tiree,1957,8,16.5,11.4,0
Tiree,1957,9,13.7,9.1,0
Tiree,1957,10,12.5,8.1,0
Tiree,1957,11,9.8,5.9,0
Tiree,1957,12,8.7,4.6,1
Tiree,1958,1,7.0,2.7,9
Tiree,1958,2,6.9,2.0,4
Tiree,1958,3,6.9,2.2,7
Tiree,1958,4,10.1,4.7,0
Tiree,1958,5,12.1,5.7,0
Tiree,1958,6,15.0,9.7,0
Tiree,1958,7,16.4,10.8,0
Tiree,1958,8,16.0,11.4,0
Tiree,1958,9,16.7,11.4,0
Tiree,1958,10,13.0,9.0,0
Tiree,1958,11,11.0,7.1,0
Tiree,1958,12,8.3,3.8,0
Tiree,1959,1,6.2,1.5,7
Tiree,1959,2,8.8,4.8,2
Tiree,1959,3,9.2,5.3,0
Tiree,1959,4,10.9,5.6,0
Tiree,1959,5,15.3,8.0,0
Tiree,1959,6,15.1,10.1,0
Tiree,1959,7,16.2,11.3,0
Tiree,1959,8,16.7,11.9,0
Tiree,1959,9,16.3,11.0,0
Tiree,1959,10,14.5,10.0,0
Tiree,1959,11,10.3,6.3,0
Tiree,1959,12,8.7,3.9,1
Tiree,1960,1,7.6,2.8,3
Tiree,1960,2,6.8,2.3,7
Tiree,1960,3,8.6,4.1,3
Tiree,1960,4,11.3,6.0,0
Tiree,1960,5,14.4,8.4,0
Tiree,1960,6,16.2,10.9,0
Tiree,1960,7,16.5,11.2,0
Tiree,1960,8,16.4,11.0,0
Tiree,1960,9,15.3,9.8,0
Tiree,1960,10,12.7,8.0,0
Tiree,1960,11,10.1,5.7,1
Tiree,1960,12,7.9,3.5,0
Tiree,1961,1,7.4,2.5,0
Tiree,1961,2,8.8,4.6,1
Tiree,1961,3,10.2,6.1,0
Tiree,1961,4,10.9,5.9,2
Tiree,1961,5,12.8,7.3,0
Tiree,1961,6,14.5,9.5,0
Tiree,1961,7,14.9,10.5,0
Tiree,1961,8,15.3,10.8,0
Tiree,1961,9,15.0,10.5,0
Tiree,1961,10,12.4,8.0,0
Tiree,1961,11,9.3,3.8,1
Tiree,1961,12,6.3,1.6,11
Tiree,1962,1,7.9,3.1,1
Tiree,1962,2,7.9,2.6,3
Tiree,1962,3,6.3,0.9,10
Tiree,1962,4,10.5,3.5,2
Tiree,1962,5,12.3,5.9,0
Tiree,1962,6,14.2,9.2,0
Tiree,1962,7,16.1,10.2,0
Tiree,1962,8,15.3,10.3,0
Tiree,1962,9,14.1,9.2,0
Tiree,1962,10,13.0,8.9,0
Tiree,1962,11,9.6,5.0,1
Tiree,1962,12,7.8,3.6,4
Tiree,1963,1,4.5,-0.2,11
Tiree,1963,2,4.7,0.2,11
Tiree,1963,3,8.7,3.6,0
Tiree,1963,4,10.3,4.2,6
Tiree,1963,5,11.8,6.1,0
Tiree,1963,6,16.1,9.9,0
Tiree,1963,7,15.7,10.3,0
Tiree,1963,8,14.9,9.8,0
Tiree,1963,9,13.9,9.7,0
Tiree,1963,10,12.5,8.8,0
Tiree,1963,11,9.9,4.9,0
Tiree,1963,12,7.5,3.3,4
Tiree,1964,1,8.5,4.9,1
Tiree,1964,2,7.5,3.7,3
Tiree,1964,3,7.7,3.7,0
Tiree,1964,4,10.9,4.9,1
Tiree,1964,5,13.8,8.2,0
Tiree,1964,6,14.1,8.8,0
Tiree,1964,7,15.2,10.7,0
Tiree,1964,8,15.1,10.3,0
Tiree,1964,9,14.8,10.3,0
Tiree,1964,10,12.1,7.4,0
Tiree,1964,11,10.3,6.2,0
Tiree,1964,12,7.9,3.0,5
Tiree,1965,1,6.8,1.8,7
Tiree,1965,2,7.4,2.6,2
Tiree,1965,3,7.9,2.9,6
Tiree,1965,4,10.2,4.3,0
Tiree,1965,5,12.1,7.5,0
Tiree,1965,6,14.5,10.0,0
Tiree,1965,7,14.9,10.0,0
Tiree,1965,8,15.1,10.5,0
Tiree,1965,9,13.5,9.4,0
Tiree,1965,10,13.0,8.8,0
Tiree,1965,11,7.8,3.5,4
Tiree,1965,12,7.5,2.8,3
Tiree,1966,1,6.2,2.3,7
Tiree,1966,2,6.6,3.0,4
Tiree,1966,3,9.2,4.2,3
Tiree,1966,4,8.7,3.2,5
Tiree,1966,5,12.2,6.2,0
Tiree,1966,6,15.3,10.1,0
Tiree,1966,7,15.5,10.6,0
Tiree,1966,8,16.0,10.0,0
Tiree,1966,9,14.9,11.0,0
Tiree,1966,10,12.0,7.0,0
Tiree,1966,11,8.5,3.5,1
Tiree,1966,12,8.0,3.4,2
Tiree,1967,1,7.5,3.5,3
Tiree,1967,2,8.0,4.1,0
Tiree,1967,3,8.8,3.8,1
Tiree,1967,4,10.1,4.6,1
Tiree,1967,5,12.0,5.8,0
Tiree,1967,6,14.6,8.8,0
Tiree,1967,7,15.3,10.9,0
Tiree,1967,8,16.0,10.9,0
Tiree,1967,9,14.9,10.3,0
Tiree,1967,10,11.8,6.9,0
Tiree,1967,11,9.6,5.2,0
Tiree,1967,12,7.8,4.0,6
Tiree,1968,1,7.6,3.5,3
Tiree,1968,2,5.9,0.5,10
Tiree,1968,3,8.5,3.5,1
Tiree,1968,4,10.5,4.6,3
Tiree,1968,5,11.1,5.9,0
Tiree,1968,6,15.3,8.9,0
Tiree,1968,7,16.0,10.3,0
Tiree,1968,8,17.2,10.1,0
Tiree,1968,9,15.1,10.1,0
Tiree,1968,10,13.5,9.4,0
Tiree,1968,11,9.4,5.5,0
Tiree,1968,12,7.7,3.7,1
Tiree,1969,1,7.5,3.2,3
Tiree,1969,2,5.1,-0.1,14
Tiree,1969,3,7.5,1.8,3
Tiree,1969,4,10.2,4.1,0
Tiree,1969,5,12.2,6.3,0
Tiree,1969,6,15.6,8.9,0
Tiree,1969,7,15.6,10.8,0
Tiree,1969,8,16.5,11.7,0
Tiree,1969,9,14.8,10.3,0
Tiree,1969,10,14.3,10.2,0
Tiree,1969,11,7.8,2.7,6
Tiree,1969,12,7.8,3.6,1
Tiree,1970,1,7.2,3.2,4
Tiree,1970,2,6.3,0.4,12
Tiree,1970,3,7.3,1.7,11
Tiree,1970,4,9.0,3.4,2
Tiree,1970,5,13.0,7.8,0
Tiree,1970,6,17.2,10.8,0
Tiree,1970,7,14.2,9.6,0
Tiree,1970,8,16.1,11.3,0
Tiree,1970,9,14.3,10.2,0
Tiree,1970,10,12.2,8.1,0
Tiree,1970,11,9.5,4.8,1
Tiree,1970,12,8.2,4.0,2
Tiree,1971,1,8.2,4.4,0
Tiree,1971,2,8.3,4.4,1
Tiree,1971,3,9.0,4.0,1
Tiree,1971,4,10.6,5.0,0
Tiree,1971,5,13.0,7.5,0
Tiree,1971,6,14.2,8.2,0
Tiree,1971,7,16.1,11.0,0
Tiree,1971,8,16.3,10.9,0
Tiree,1971,9,15.7,10.5,0
Tiree,1971,10,13.5,9.0,1
